3.204646333886261E+06	-2.173805471433120E+08	-4.633011828806326E+06
7.548302193690252E+06	-2.169174543705814E+08	-4.730002413223192E+06
1.188903060200276E+07	-2.163703619991807E+08	-4.825161051741615E+06
1.622512830076237E+07	-2.157390754965919E+08	-4.918441834238127E+06
2.055487765121667E+07	-2.150234368780084E+08	-5.009799262302041E+06
2.487654745661864E+07	-2.142233254654758E+08	-5.099188286546230E+06
2.918839381939032E+07	-2.133386586309484E+08	-5.186564343105361E+06
3.348866103491611E+07	-2.123693925194168E+08	-5.271883390202239E+06
3.777558252475486E+07	-2.113155227545711E+08	-5.355101946645096E+06
4.204738180496696E+07	-2.101770851190201E+08	-5.436177129685357E+06
4.630227349174534E+07	-2.089541562105991E+08	-5.515066693646491E+06
5.053846434121866E+07	-2.076468540757858E+08	-5.591729068038434E+06
5.475415432788549E+07	-2.062553388125702E+08	-5.666123397230223E+06
5.894753775749988E+07	-2.047798131444120E+08	-5.738209580156431E+06
6.311680441186063E+07	-2.032205229608946E+08	-5.807948308754846E+06
6.726014073011853E+07	-2.015777578272614E+08	-5.875301108202219E+06
7.137573102147186E+07	-1.998518514568647E+08	-5.940230376534253E+06
7.546175871019688E+07	-1.980431821432371E+08	-6.002699424505517E+06
7.951640760888578E+07	-1.961521731563087E+08	-6.062672514578268E+06
8.353786322205383E+07	-1.941792930948859E+08	-6.120114900301889E+06
8.752431407886299E+07	-1.921250561961086E+08	-6.174992866433606E+06
9.147395308792865E+07	-1.899900225980115E+08	-6.227273766710117E+06
9.538497891867045E+07	-1.877747985565965E+08	-6.276926062547162E+06
9.925559740436223E+07	-1.854800366153091E+08	-6.323919361107588E+06
1.030840229662757E+08	-1.831064357198345E+08	-6.368224452942096E+06
1.068684800545495E+08	-1.806547412844018E+08	-6.409813348499916E+06
1.106072046046044E+08	-1.781257452038589E+08	-6.448659313567221E+06
1.142984455107082E+08	-1.755202858111327E+08	-6.484736905714698E+06
1.179404661072741E+08	-1.728392477775846E+08	-6.518022007969767E+06
1.215315456601902E+08	-1.700835619562665E+08	-6.548491862046435E+06
1.250699808647204E+08	-1.672542051703982E+08	-6.576125100899555E+06
1.285540873477263E+08	-1.643521999385509E+08	-6.600901780137330E+06
1.319822011707257E+08	-1.613786141420259E+08	-6.622803408242807E+06
1.353526803291219E+08	-1.583345606325961E+08	-6.641812974349976E+06
1.386639062511368E+08	-1.552211967790729E+08	-6.657914976685569E+06
1.419142852874123E+08	-1.520397239522210E+08	-6.671095448475920E+06
1.451022501899859E+08	-1.487913869458518E+08	-6.681341981841832E+06
1.482262615786889E+08	-1.454774733397609E+08	-6.688643750742882E+06
